Account Number,Account Description,Store,StoreID,Cost Centre,Cost Centre Name,FacilityID,Cluster,ClusterID,Department,DepartmentID,Store Facility,Store Facility ID,Reason Code,Reason Description
4-75100-D03-401-0627-00-000,Medical Supplies,Medical Stores,5,D03,Siparia District Health Facility,41,St. Patrick East,3,General Admin,37,Area Hospital Point Fortin,2,SDHF GEN ADM-M ,SDHF Gen Adm -Medical          
4-76300-D03-401-0627-00-000,Linen Supplies,Linen Stores,4,D03,Siparia District Health Facility,41,St. Patrick East,3,General Admin,37,Area Hospital Point Fortin,2,SDHF GEN ADM-L ,General Admin-Linen Supplies   
4-76400-D03-401-0627-00-000,Hardware Supplies,Hardware Stores,3,D03,Siparia District Health Facility,41,St. Patrick East,3,General Admin,37,Area Hospital Point Fortin,2,SDHF GEN ADM-H ,General Admin-Hardware Supply  
4-87900-A04-401-0627-00-000,Office Supplies,Stationary Stores,6,A04,CMOH Caroni,6,Caroni South,1,General Admin,37,San Fernando General Hospital,1,CMOH CARONI-S  ,CMOH Caroni- Stationery        
4-75100-T01-401-0627-00-000,Medical Supplies,Medical Stores,5,T01,Special Project Admin August Long,43,Victoria North,4,General Admin,37,San Fernando General Hospital,1,,
4-75100-T02-401-0627-00-000,Medical Supplies,Medical Stores,5,T02,Special Project Admin Couva Ato Boldon,44,Caroni South,1,General Admin,37,San Fernando General Hospital,1,,
4-75100-T03-401-0627-00-000,Medical Supplies,Medical Stores,5,T03,Special Project Admin Debe Uwi,45,Victoria North,4,General Admin,37,San Fernando General Hospital,1,,
4-76100-V01-401-0627-00-000,Food Supplies,Food Stores,2,V01,Vaccine Site,50,South West Region,7,General Admin,37,San Fernando General Hospital,1,,
4-81000-A04-307-0601-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A04,CMOH Caroni,6,Caroni South,1,Fssu General (Consolidated),35,San Fernando General Hospital,1,CMOH CARFSSU-E ,CMOH Caroni FSSU- Engineering  
4-75100-H02-101-2004-00-000,Medical Supplies,Medical Stores,5,H02,Area Hospital Point Fortin,1,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,AHPF GEN OPC-M ,AHPF Gen OPC- Medical          
4-76100-H02-101-2004-00-000,Food Supplies,Food Stores,2,H02,Area Hospital Point Fortin,1,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,AHPF GEN OPC-F ,Ambulatory Care-Food Supplies  
4-76300-H02-101-2004-00-000,Linen Supplies,Linen Stores,4,H02,Area Hospital Point Fortin,1,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,AHPF GEN OPC-L ,General OPC-Linen Supplies     
4-76400-H02-101-2004-00-000,Hardware Supplies,Hardware Stores,3,H02,Area Hospital Point Fortin,1,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,AHPF GEN OPC-H ,General OPC-Hardware Supplies  
4-81000-A04-401-0627-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A04,CMOH Caroni,6,Caroni South,1,General Admin,37,San Fernando General Hospital,1,CMOH CARONI-E  ,CMOH Caroni- Engineering       
4-75100-C01-101-2004-00-000,Medical Supplies,Medical Stores,5,C01,Cedros Health Centre,3,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,CEDROS HC-M    ,Cedros HC- Medical             
4-76300-C01-101-2004-00-000,Linen Supplies,Linen Stores,4,C01,Cedros Health Centre,3,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,CEDROS HC-L    ,Ambulatory Care-Linen Supplies 
4-76400-C01-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C01,Cedros Health Centre,3,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,CEDROS HC-H    ,Ambulatory Care-Hardware Sup   
4-87900-A03-401-0627-00-000,Office Supplies,Stationary Stores,6,A03,CMOH St. Patrick,7,St. Patrick East,3,General Admin,37,Area Hospital Point Fortin,2,,
4-75100-R01-101-2004-00-000,Medical Supplies,Medical Stores,5,R01,Chatham Health Centre,4,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,,
4-76300-R01-101-2004-00-000,Linen Supplies,Linen Stores,4,R01,Chatham Health Centre,4,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,CHATHAM HC-L   ,Chatham HC- Linen              
4-76400-R01-101-2004-00-000,Hardware Supplies,Hardware Stores,3,R01,Chatham Health Centre,4,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,CHATHAM HC-H   ,Chatham HC- Hardware           
4-81000-A03-401-0627-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A03,CMOH St. Patrick,7,St. Patrick East,3,General Admin,37,Area Hospital Point Fortin,2,,
4-75100-C02-101-2004-00-000,Medical Supplies,Medical Stores,5,C02,Claxton Bay Health Centre,5,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,CLAXTONBAY HC-M,Claxton Bay HC- Medical        
4-76300-C02-101-2004-00-000,Linen Supplies,Linen Stores,4,C02,Claxton Bay Health Centre,5,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,CLAXTONBAY HC-L,Claxton Bay HC- Linen          
4-76400-C02-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C02,Claxton Bay Health Centre,5,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,CLAXTONBAY HC-H,Claxton Bay HC- Hardware       
4-87900-A02-401-0627-00-000,Office Supplies,Stationary Stores,6,A02,CMOH Victoria,8,Victoria North,4,General Admin,37,San Fernando General Hospital,1,,
4-75100-D01-101-2004-00-000,Medical Supplies,Medical Stores,5,D01,Couva District Health Facility,9,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,CDHF GEN OPC-M ,CDHF Gen Adm- Medical          
4-76300-D01-101-2004-00-000,Linen Supplies,Linen Stores,4,D01,Couva District Health Facility,9,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,CDHF GEN OPC-L ,General OPC-Linen Supplies     
4-76400-D01-101-2004-00-000,Hardware Supplies,Hardware Stores,3,D01,Couva District Health Facility,9,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,CDHF GEN OPC-H ,General OPC-Hardware Supplies  
4-81000-A02-401-0627-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,A02,CMOH Victoria,8,Victoria North,4,General Admin,37,San Fernando General Hospital,1,,
4-75100-C03-101-2004-00-000,Medical Supplies,Medical Stores,5,C03,Debe Health Centre,11,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,DEBE HC-M      ,Debe HC - Medical              
4-76300-C03-101-2004-00-000,Linen Supplies,Linen Stores,4,C03,Debe Health Centre,11,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,DEBE HC-L      ,Ambulatory Care-Linen Supplies 
4-76400-C03-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C03,Debe Health Centre,11,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,DEBE HC-H      ,Debe HC- Hardware              
4-87900-D01-101-2001-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,Accident & Emergency,1,San Fernando General Hospital,1,CDHF A&E-S     ,CDHF A&E- Stationery           
4-75100-C04-101-2004-00-000,Medical Supplies,Medical Stores,5,C04,Erin Health Centre,12,St. Patrick East,3,General Outpatient Clinic,40,Area Hospital Point Fortin,2,ERIN HC-M      ,Erin HC- Medical               
4-76300-C04-101-2004-00-000,Linen Supplies,Linen Stores,4,C04,Erin Health Centre,12,St. Patrick East,3,General Outpatient Clinic,40,Area Hospital Point Fortin,2,ERIN HC-L      ,Ambulatory Care-Linen Supplies 
4-76400-C04-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C04,Erin Health Centre,12,St. Patrick East,3,General Outpatient Clinic,40,Area Hospital Point Fortin,2,ERIN HC-H      ,Erin HC- Hardware              
4-87900-D01-104-2076-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,Dental Clinic,21,San Fernando General Hospital,1,,
4-75100-C05-101-2004-00-000,Medical Supplies,Medical Stores,5,C05,Flanagin Health Centre,13,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,FLANAGIN HC-M  ,Flanagin HC- Medical           
4-76300-C05-101-2004-00-000,Linen Supplies,Linen Stores,4,C05,Flanagin Health Centre,13,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,FLANAGIN HC-L  ,Ambulatory Care-Linen Supplies 
4-76400-C05-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C05,Flanagin Health Centre,13,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,FLANAGIN HC-H  ,Ambulatory Care-Hardware Sup   
4-87900-D01-203-0251-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,Dietetics & Kitchen,25,San Fernando General Hospital,1,,
4-75100-C06-101-2004-00-000,Medical Supplies,Medical Stores,5,C06,Freeport Health Centre,14,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,FREEPORT HC-M  ,Freeport HC- Medical           
4-76300-C06-101-2004-00-000,Linen Supplies,Linen Stores,4,C06,Freeport Health Centre,14,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,FREEPORT HC-L  ,Ambulatory Care-Linen Sup      
4-76400-C06-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C06,Freeport Health Centre,14,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,FREEPORT HC-H  ,Ambulatory Care-Hardware Sup   
4-87900-D01-301-0451-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,Engineering,29,San Fernando General Hospital,1,CDHF ENG-S     ,CDHF Eng- Stationery           
4-75100-C07-101-2004-00-000,Medical Supplies,Medical Stores,5,C07,Fyzabad Health Centre,15,St. Patrick East,3,General Outpatient Clinic,40,Area Hospital Point Fortin,2,FYZABAD HC-M   ,Fyzabad HC- Medical            
4-76300-C07-101-2004-00-000,Linen Supplies,Linen Stores,4,C07,Fyzabad Health Centre,15,St. Patrick East,3,General Outpatient Clinic,40,Area Hospital Point Fortin,2,FYZABAD HC-L   ,Ambulatory Care-Linen Supplies 
4-76400-C07-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C07,Fyzabad Health Centre,15,St. Patrick East,3,General Outpatient Clinic,40,Area Hospital Point Fortin,2,FYZABAD HC-H   ,Fyzabad HC- Hardware           
4-87900-D01-307-0601-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,Fssu General (Consolidated),35,San Fernando General Hospital,1,CDHF FSSU-S    ,CDHF FSSU-Stationery           
4-75100-C08-101-2004-00-000,Medical Supplies,Medical Stores,5,C08,Gasparillo Health Centre,16,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,GASPARILLO HC-M,Gasparillo HC- Medical         
4-76300-C08-101-2004-00-000,Linen Supplies,Linen Stores,4,C08,Gasparillo Health Centre,16,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,GASPARILLO HC-L,Ambulatory Care-Linen Supplies 
4-76400-C08-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C08,Gasparillo Health Centre,16,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,GASPARILLO HC-H,Gasparillo HC- Hardware        
4-87900-D01-401-0627-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,General Admin,37,San Fernando General Hospital,1,"CDHF, STAT STOR",CDHF Stationery Stores         
4-75100-R02-101-2004-00-000,Medical Supplies,Medical Stores,5,R02,Gran Couva Health Centre,17,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,GRAN COUVA HC-M,Gran Couva HC-Medical          
4-76300-R02-101-2004-00-000,Linen Supplies,Linen Stores,4,R02,Gran Couva Health Centre,17,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,GRAN COUVA HC-L,Ambulatory Care-Linen Supplies 
4-76400-R02-101-2004-00-000,Hardware Supplies,Hardware Stores,3,R02,Gran Couva Health Centre,17,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,GRAN COUVA HC-H,Ambulatory Care-Hardware Sup   
4-87900-D01-101-2004-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,General Outpatient Clinic,40,San Fernando General Hospital,1,CDHF PHC-S     ,CDHF PHC-Stationery            
4-75100-C09-101-2004-00-000,Medical Supplies,Medical Stores,5,C09,Granville Health Centre,18,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,GRANVILLE HC-M ,Granville HC- Medical          
4-76300-C09-101-2004-00-000,Linen Supplies,Linen Stores,4,C09,Granville Health Centre,18,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,GRANVILLE HC-L ,Ambulatory Care-Linen Supplies 
4-76400-C09-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C09,Granville Health Centre,18,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,GRANVILLE HC-H ,Ambulatory Care-Hardware Sup   
4-87900-D01-105-2113-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,HIV Clinic,47,San Fernando General Hospital,1,,
4-75100-R03-101-2004-00-000,Medical Supplies,Medical Stores,5,R03,Guapo Health Centre,19,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,GUAPO HC-M     ,Guapo HC-Medical               
4-76300-R03-101-2004-00-000,Linen Supplies,Linen Stores,4,R03,Guapo Health Centre,19,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,GUAPO HC-L     ,Guapo HC-Linen                 
4-76400-R03-101-2004-00-000,Hardware Supplies,Hardware Stores,3,R03,Guapo Health Centre,19,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,GUAPO HC-H     ,Guapo HC - Hardware            
4-87900-D01-204-0276-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,Laboratory,53,San Fernando General Hospital,1,,
4-75100-R04-101-2004-00-000,Medical Supplies,Medical Stores,5,R04,Icacos Health Centre,20,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,ICACOS HC-M    ,Icacos H/Centre- Medical       
4-76300-R04-101-2004-00-000,Linen Supplies,Linen Stores,4,R04,Icacos Health Centre,20,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,ICACOS HC-L    ,Icacos H/Centre- Linen         
4-76400-R04-101-2004-00-000,Hardware Supplies,Hardware Stores,3,R04,Icacos Health Centre,20,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,ICACOS HC-H    ,Icacos H/Centre- Hardware      
4-87900-D01-205-0301-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,Medical Records,66,San Fernando General Hospital,1,CDHF MED REC-S ,Medical Records-Office Supply  
4-75100-C10-101-2004-00-000,Medical Supplies,Medical Stores,5,C10,Indian Walk Health Centre,21,Victoria South,5,General Outpatient Clinic,40,Princes Town District Health Facility,3,INDIANWALK HC-M,Indian Walk HC- Medical        
4-76300-C10-101-2004-00-000,Linen Supplies,Linen Stores,4,C10,Indian Walk Health Centre,21,Victoria South,5,General Outpatient Clinic,40,Princes Town District Health Facility,3,INDIANWALK HC-L,Ambulatory Care-Linen Supplies 
4-76400-C10-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C10,Indian Walk Health Centre,21,Victoria South,5,General Outpatient Clinic,40,Princes Town District Health Facility,3,INDIANWALK HC-H,Indian Walk HC- Hardware       
4-87900-D01-206-0326-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,Pharmacy,86,San Fernando General Hospital,1,CDHF PHARM-S   ,CDHF Pharmacy-Stationery       
4-75100-C11-101-2004-00-000,Medical Supplies,Medical Stores,5,C11,La Brea Health Centre,22,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,LA BREA HC-M   ,La Brea HC- Medical            
4-76100-C11-101-2004-00-000,Food Supplies,Food Stores,2,C11,La Brea Health Centre,22,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,LA BREA HC-F   ,La Brea HC- Food               
4-76300-C11-101-2004-00-000,Linen Supplies,Linen Stores,4,C11,La Brea Health Centre,22,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,LA BREA HC-L   ,Ambulatory Care-Linen Supplies 
4-76400-C11-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C11,La Brea Health Centre,22,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,LA BREA HC-H   ,Ambulatory Care-Hardware Sup   
4-87900-D01-208-0376-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,Radiology,98,San Fernando General Hospital,1,CDHF RADIOLO-S ,CDHF Radiol- Stationery        
4-75100-C12-101-2004-00-000,Medical Supplies,Medical Stores,5,C12,La Romaine Health Centre,23,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,LA ROMAINE HC-M,La Romaine HC- Medical         
4-76300-C12-101-2004-00-000,Linen Supplies,Linen Stores,4,C12,La Romaine Health Centre,23,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,LA ROMAINE HC-L,La Romaine HC- Linen           
4-76400-C12-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C12,La Romaine Health Centre,23,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,LA ROMAINE HC-H,La Romaine HC-Hardware         
4-87900-D01-304-0526-00-000,Office Supplies,Stationary Stores,6,D01,Couva District Health Facility,9,Caroni South,1,Stores/Warehousing,106,San Fernando General Hospital,1,,
4-75100-C13-101-2004-00-000,Medical Supplies,Medical Stores,5,C13,Lengua Health Centre,24,Victoria South,5,General Outpatient Clinic,40,Princes Town District Health Facility,3,LENGUA HC-M    ,Lengua HC- Medical             
4-76300-C13-101-2004-00-000,Linen Supplies,Linen Stores,4,C13,Lengua Health Centre,24,Victoria South,5,General Outpatient Clinic,40,Princes Town District Health Facility,3,LENGUA HC-L    ,Ambulatory Care-Linen Supplies 
4-76400-C13-101-2004-00-000,Hardware Supplies,Hardware Stores,3,C13,Lengua Health Centre,24,Victoria South,5,General Outpatient Clinic,40,Princes Town District Health Facility,3,LENGUA HC-H    ,Ambulatory Care-Hardware Sup   
4-81000-D01-101-2001-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,D01,Couva District Health Facility,9,Caroni South,1,Accident & Emergency,1,San Fernando General Hospital,1,CDHF A&E-E     ,CDHF A&E- Engineering          
4-75100-C14-101-2004-00-000,Medical Supplies,Medical Stores,5,C14,Marabella Health Centre,25,Victoria North,4,General Outpatient Clinic,40,San Fernando General Hospital,1,MARABELLA HC-M ,Marabella HC - Medical         
